featuretype,country,region,featurecode,featurename,measurecode,use_for_statistics,report_obligation
species,CZ,PAN,1330,Myotis mystacinus,CJ02,Yes,optional
species,CZ,PAN,1330,Myotis mystacinus,CA09,Yes,optional
species,CZ,PAN,1330,Myotis mystacinus,CB01,Yes,optional
species,CZ,PAN,6963,Cobitis taenia Complex,CJ01,Yes,mandatory
species,CZ,PAN,6963,Cobitis taenia Complex,CJ02,Yes,mandatory
species,CZ,PAN,6963,Cobitis taenia Complex,CJ03,Yes,mandatory
species,CZ,PAN,6963,Cobitis taenia Complex,CH03,Yes,mandatory
species,CZ,PAN,6963,Cobitis taenia Complex,CA15,Yes,mandatory
species,CZ,PAN,6963,Cobitis taenia Complex,CC04,Yes,mandatory
species,CZ,PAN,6963,Cobitis taenia Complex,CG11,Yes,mandatory
species,SK,ALP,1056,Parnassius mnemosyne,CB02,Yes,optional
species,SK,ALP,1056,Parnassius mnemosyne,CA03,Yes,optional
species,SK,ALP,1193,Bombina variegata,CA01,Yes,mandatory
species,SK,ALP,1193,Bombina variegata,CB15,Yes,mandatory
species,SK,ALP,1193,Bombina variegata,CF10,Yes,mandatory
species,SK,ALP,1193,Bombina variegata,CF01,Yes,mandatory
species,SK,ALP,1203,Hyla arborea,CF10,Yes,optional
species,SK,ALP,1203,Hyla arborea,CF04,Yes,optional
species,SK,ALP,1203,Hyla arborea,CA02,Yes,optional
species,SK,ALP,1320,Myotis brandtii,CB01,Yes,optional
species,SK,ALP,1320,Myotis brandtii,CB14,Yes,optional
species,SK,ALP,1339,Cricetus cricetus,CA16,Yes,optional
species,SK,ALP,1339,Cricetus cricetus,CA04,Yes,optional
species,SK,ALP,1339,Cricetus cricetus,CA05,Yes,optional
species,SK,ALP,1339,Cricetus cricetus,CA03,Yes,optional
species,SK,ALP,1339,Cricetus cricetus,CG04,Yes,optional
species,SK,ALP,4052,Odontopodisma rubripes,CA03,Yes,mandatory
species,SK,ALP,6927,Himantoglossum jankae,CA04,Yes,mandatory
species,SK,ALP,6927,Himantoglossum jankae,CA05,Yes,mandatory
species,SK,ALP,6927,Himantoglossum jankae,CG02,Yes,mandatory
species,SK,ALP,6927,Himantoglossum jankae,CL01,Yes,mandatory
species,SK,ALP,6997,Bufotes viridis,CA02,Yes,optional
species,SK,ALP,6997,Bufotes viridis,CA11,Yes,optional
species,SK,ALP,6997,Bufotes viridis,CC07,Yes,optional
species,SK,ALP,6997,Bufotes viridis,CF10,Yes,optional
species,SK,PAN,1060,Lycaena dispar,CA03,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CA10,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CA15,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CF05,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CI03,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CJ03,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CL01,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CN02,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CS01,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CS02,Yes,mandatory
species,SK,PAN,1145,Misgurnus fossilis,CS03,Yes,mandatory
species,SK,PAN,1303,Rhinolophus hipposideros,CE01,Yes,mandatory
species,SK,PAN,1303,Rhinolophus hipposideros,CF09,Yes,mandatory
species,SK,PAN,1303,Rhinolophus hipposideros,CA09,Yes,mandatory
species,SK,PAN,1303,Rhinolophus hipposideros,CB14,Yes,mandatory
species,SK,PAN,1326,Plecotus auritus,CB01,Yes,optional
species,SK,PAN,1326,Plecotus auritus,CF09,Yes,optional
species,SK,PAN,1326,Plecotus auritus,CE01,Yes,optional
species,SK,PAN,1332,Vespertilio murinus,CC03,Yes,optional
species,SK,PAN,1332,Vespertilio murinus,CB14,Yes,optional
species,SK,PAN,1341,Muscardinus avellanarius,CB15,Yes,optional
species,SK,PAN,1341,Muscardinus avellanarius,CB05,Yes,optional
species,SK,PAN,1341,Muscardinus avellanarius,CS03,Yes,optional
species,SK,PAN,1689,Dracocephalum austriacum,CA04,Yes,mandatory
species,SK,PAN,1689,Dracocephalum austriacum,CL01,Yes,mandatory
species,SK,PAN,1689,Dracocephalum austriacum,CF03,Yes,mandatory
species,SK,PAN,1689,Dracocephalum austriacum,CG02,Yes,mandatory
species,SK,PAN,1903,Liparis loeselii,CA04,Yes,mandatory
species,SK,PAN,1903,Liparis loeselii,CG10,Yes,mandatory
species,SK,PAN,1903,Liparis loeselii,CL04,Yes,mandatory
species,SK,PAN,2203,Onosma tornensis,CA04,Yes,mandatory
species,SK,PAN,2203,Onosma tornensis,CA05,Yes,mandatory
species,SK,PAN,2203,Onosma tornensis,CL01,Yes,mandatory
species,SK,PAN,4030,Colias myrmidone,CA03,Yes,mandatory
species,SK,PAN,4030,Colias myrmidone,CA01,Yes,mandatory
species,SK,PAN,4055,Stenobothrus eurasius,CA03,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CA03,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CA04,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CI03,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CL01,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CA01,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CG10,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CA09,Yes,mandatory
species,SK,PAN,4081,Cirsium brachycephalum,CA05,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CG02,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CI03,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CB02,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CI01,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CS02,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CA16,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CS01,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CI02,Yes,mandatory
species,FR,CON,1093,Austropotamobius torrentium,CS04,Yes,mandatory
species,FR,CON,1604,Eryngium alpinum,CA03,Yes,mandatory
species,FR,ATL,1441,Rumex rupestris,CE04,Yes,mandatory
species,FR,ATL,1441,Rumex rupestris,CI01,Yes,mandatory
species,FR,ATL,1441,Rumex rupestris,CL01,Yes,mandatory
species,FR,ATL,1441,Rumex rupestris,CJ04,Yes,mandatory
species,FR,ATL,1441,Rumex rupestris,CI03,Yes,mandatory
species,FR,CON,1361,Lynx lynx,CE01,Yes,mandatory
species,FR,CON,1361,Lynx lynx,CG04,Yes,mandatory
species,FR,CON,1361,Lynx lynx,CB01,Yes,mandatory
species,FR,MED,1103,Alosa fallax,CG02,Yes,mandatory
species,FR,MED,1103,Alosa fallax,CG01,Yes,mandatory
species,FR,ALP,1016,Vertigo moulinsiana,CA04,No,mandatory
species,FR,ALP,1016,Vertigo moulinsiana,CA15,No,mandatory
species,FR,ALP,1016,Vertigo moulinsiana,CA08,No,mandatory
species,FR,CON,1074,Eriogaster catax,CA07,Yes,mandatory
species,FR,CON,1074,Eriogaster catax,CA03,Yes,mandatory
species,FR,CON,1074,Eriogaster catax,CA04,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA02,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA07,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA06,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA04,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CB01,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA05,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA11,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA03,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA15,Yes,mandatory
species,FR,MED,1044,Coenagrion mercuriale,CA16,Yes,mandatory
species,FR,MED,1138,Barbus meridionalis,CJ02,Yes,mandatory
species,FR,MED,1138,Barbus meridionalis,CN02,Yes,mandatory
species,FR,MED,1138,Barbus meridionalis,CJ01,Yes,mandatory
species,FR,MED,1138,Barbus meridionalis,CC04,Yes,mandatory
species,FR,MED,1138,Barbus meridionalis,CJ03,Yes,mandatory
species,FR,ATL,1037,Ophiogomphus cecilia,CJ03,Yes,mandatory
species,FR,ATL,1037,Ophiogomphus cecilia,CJ02,Yes,mandatory
species,FR,ATL,1037,Ophiogomphus cecilia,CL01,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CF05,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CJ01,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CA15,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CA03,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CA11,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CA02,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CF01,Yes,mandatory
species,FR,CON,1041,Oxygastra curtisii,CJ03,Yes,mandatory
species,GR,MED,5197,Sabanejewia balcanica,CJ02,Yes,mandatory
species,GR,MED,5197,Sabanejewia balcanica,CJ01,Yes,mandatory
species,GR,MED,5197,Sabanejewia balcanica,CE06,Yes,mandatory
species,GR,MED,5197,Sabanejewia balcanica,CA15,Yes,mandatory
species,GR,MED,5197,Sabanejewia balcanica,CJ03,Yes,mandatory
species,GR,MED,4042,Polyommatus eroides,CE01,Yes,mandatory
species,GR,MED,4042,Polyommatus eroides,CG04,Yes,mandatory
species,GR,MED,4042,Polyommatus eroides,CA04,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CA15,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CA16,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CE01,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CJ01,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CN01,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CA01,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CA06,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CA09,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CB01,Yes,mandatory
species,BG,BLS,2609,Mesocricetus newtoni,CL02,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CA01,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CA02,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CA03,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CA04,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CA05,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CA09,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CA15,Yes,mandatory
species,HR,CON,1060,Lycaena dispar,CF10,Yes,mandatory
species,HR,CON,1065,Euphydryas aurinia,CA01,Yes,mandatory
species,HR,CON,1065,Euphydryas aurinia,CA02,Yes,mandatory
species,HR,CON,1065,Euphydryas aurinia,CA03,Yes,mandatory
species,HR,CON,1065,Euphydryas aurinia,CA04,Yes,mandatory
species,HR,CON,1065,Euphydryas aurinia,CA05,Yes,mandatory
species,HR,CON,1065,Euphydryas aurinia,CA09,Yes,mandatory
species,HR,CON,1065,Euphydryas aurinia,CA15,Yes,mandatory
species,HR,CON,1130,Aspius aspius,CJ01,Yes,mandatory
species,HR,CON,1130,Aspius aspius,CJ02,Yes,mandatory
species,HR,CON,1130,Aspius aspius,CJ03,Yes,mandatory
species,HR,MED,1155,Knipowitschia panizzae,CA09,Yes,mandatory
species,HR,MED,1155,Knipowitschia panizzae,CF10,Yes,mandatory
species,HR,MED,1155,Knipowitschia panizzae,CI03,Yes,mandatory
species,HR,MMED,1224,Caretta caretta,CE05,Yes,mandatory
species,HR,MMED,1224,Caretta caretta,CG05,Yes,mandatory
species,FR,CON,1323,Myotis bechsteinii,CB05,Yes,mandatory
species,FR,CON,1323,Myotis bechsteinii,CE01,Yes,mandatory
species,FR,CON,1323,Myotis bechsteinii,CB02,Yes,mandatory
species,FR,CON,1102,Alosa alosa,CG01,Yes,mandatory
species,FR,CON,1102,Alosa alosa,CG02,Yes,mandatory
species,FR,MED,1321,Myotis emarginatus,CH03,Yes,mandatory
species,FR,MED,1321,Myotis emarginatus,CA09,Yes,mandatory
species,FR,MED,1321,Myotis emarginatus,CC03,Yes,mandatory
species,FR,MED,1321,Myotis emarginatus,CE01,Yes,mandatory
species,FR,ATL,1145,Misgurnus fossilis,CA01,Yes,mandatory
species,FR,ATL,1145,Misgurnus fossilis,CA11,Yes,mandatory
species,FR,ATL,1145,Misgurnus fossilis,CG14,Yes,mandatory
species,FR,ATL,1145,Misgurnus fossilis,CA15,Yes,mandatory
species,FR,ATL,1145,Misgurnus fossilis,CS01,Yes,mandatory
species,FR,ATL,1145,Misgurnus fossilis,CA03,Yes,mandatory
species,FR,ATL,1145,Misgurnus fossilis,CJ02,Yes,mandatory
species,FR,MED,1036,Macromia splendens,CF05,Yes,mandatory
species,FR,CON,1902,Cypripedium calceolus,CA07,Yes,mandatory
species,FR,CON,1902,Cypripedium calceolus,CB04,Yes,mandatory
species,FR,CON,1902,Cypripedium calceolus,CB05,Yes,mandatory
species,FR,ALP,5317,Cottus hispaniolensis,CJ02,Yes,mandatory
species,FR,ALP,5317,Cottus hispaniolensis,CI06,Yes,mandatory
species,FR,CON,1419,Botrychium simplex,CA03,Yes,mandatory
species,LV,MBAL,1364,Halichoerus grypus,CF07,Yes,mandatory
species,NL,ATL,1903,Liparis loeselii,CA12,Yes,mandatory
species,NL,ATL,1903,Liparis loeselii,CA11,Yes,mandatory
species,SI,ALP,1903,Liparis loeselii,CA04,Yes,mandatory
species,SI,ALP,1903,Liparis loeselii,CA05,Yes,mandatory
species,SI,ALP,1903,Liparis loeselii,CA09,Yes,mandatory
species,SI,ALP,1903,Liparis loeselii,CA14,Yes,mandatory
species,SI,ALP,1903,Liparis loeselii,CA15,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CS03,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CA11,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CA09,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CL01,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CA02,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CA03,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CA04,Yes,mandatory
species,SI,ALP,4045,Coenagrion ornatum,CA05,Yes,mandatory
species,EE,BOR,1437,Thesium ebracteatum,CA05,Yes,mandatory
species,RO,CON,1361,Lynx lynx,CA16,Yes,mandatory
species,RO,CON,1361,Lynx lynx,CF03,Yes,mandatory
species,RO,CON,1361,Lynx lynx,CG03,Yes,mandatory
species,RO,CON,1361,Lynx lynx,CG04,Yes,mandatory
species,RO,CON,1093,Austropotamobius torrentium,CC04,Yes,mandatory
species,RO,CON,1093,Austropotamobius torrentium,CE01,Yes,mandatory
species,RO,CON,1093,Austropotamobius torrentium,CF02,Yes,mandatory
species,RO,CON,1093,Austropotamobius torrentium,CF09,Yes,mandatory
species,RO,CON,1093,Austropotamobius torrentium,CF11,Yes,mandatory
species,RO,CON,1093,Austropotamobius torrentium,CC08,Yes,mandatory
species,RO,CON,1093,Austropotamobius torrentium,CS03,Yes,mandatory
species,RO,ALP,4052,Odontopodisma rubripes,CS03,Yes,mandatory
species,RO,ALP,4052,Odontopodisma rubripes,CA05,Yes,mandatory
species,RO,CON,6966,Osmoderma eremita Complex,CB07,Yes,mandatory
species,RO,CON,6966,Osmoderma eremita Complex,CB09,Yes,mandatory
species,RO,CON,6966,Osmoderma eremita Complex,CS03,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CA11,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CC01,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CC13,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CF05,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CF10,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CF11,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CJ01,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CG12,Yes,mandatory
species,RO,CON,2011,Umbra krameri,CF04,Yes,mandatory
species,RO,CON,4068,Adenophora lilifolia,CA06,Yes,mandatory
species,RO,ALP,1617,Angelica palustris,CA04,Yes,mandatory
species,RO,ALP,1657,Gentiana lutea,CA06,Yes,optional
species,GR,MED,5355,Salmo peristericus,CA15,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CJ02,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CX02,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CN02,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CJ03,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CS03,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CA05,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CE01,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CC04,Yes,mandatory
species,GR,MED,5355,Salmo peristericus,CG04,Yes,mandatory
species,GR,MED,5353,Salmo macedonicus,CC04,Yes,mandatory
species,GR,MED,5353,Salmo macedonicus,CG02,Yes,mandatory
species,GR,MED,5353,Salmo macedonicus,CE06,Yes,mandatory
species,GR,MED,5353,Salmo macedonicus,CI03,Yes,mandatory
species,GR,MED,5353,Salmo macedonicus,CJ03,Yes,mandatory
species,GR,MED,5353,Salmo macedonicus,CJ02,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CA11,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CC01,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CC13,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CF05,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CF10,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CF11,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CJ01,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CG12,Yes,mandatory
species,RO,BLS,5339,Rhodeus amarus,CF04,Yes,mandatory
species,RO,BLS,1157,Gymnocephalus schraetzer,CC01,Yes,mandatory
species,RO,BLS,1157,Gymnocephalus schraetzer,CF04,Yes,mandatory
species,RO,BLS,1157,Gymnocephalus schraetzer,CG04,Yes,mandatory
species,RO,BLS,1157,Gymnocephalus schraetzer,CC07,Yes,mandatory
species,RO,BLS,1157,Gymnocephalus schraetzer,CF05,Yes,mandatory
species,RO,CON,6964,Barbus meridionalis all others,CC01,Yes,mandatory
species,RO,CON,6964,Barbus meridionalis all others,CF04,Yes,mandatory
species,RO,CON,6964,Barbus meridionalis all others,CG01,Yes,mandatory
species,RO,CON,6964,Barbus meridionalis all others,CG02,Yes,mandatory
species,RO,CON,6964,Barbus meridionalis all others,CG04,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CB05,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CC01,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CC04,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CC07,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CC13,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CF02,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CF05,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CF11,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CI03,Yes,mandatory
species,RO,ALP,5197,Sabanejewia balcanica,CJ01,Yes,mandatory
species,GR,MED,1101,Acipenser sturio,CJ03,Yes,mandatory
species,GR,MED,1101,Acipenser sturio,CJ02,Yes,mandatory
species,GR,MED,1101,Acipenser sturio,CG01,Yes,mandatory
species,GR,MED,1101,Acipenser sturio,CC04,Yes,mandatory
species,GR,MED,1101,Acipenser sturio,CH03,Yes,mandatory
species,RO,STE,4028,Catopta thrips,CA05,Yes,mandatory
species,RO,STE,4028,Catopta thrips,CS03,Yes,mandatory
species,RO,STE,2633,Mustela eversmanii,CA03,Yes,mandatory
species,RO,PAN,1067,Lopinga achine,CB02,Yes,optional
species,RO,PAN,1067,Lopinga achine,CB04,Yes,optional
species,RO,PAN,1067,Lopinga achine,CB07,Yes,optional
species,RO,PAN,1067,Lopinga achine,CB09,Yes,optional
species,RO,PAN,1067,Lopinga achine,CB14,Yes,optional
species,RO,PAN,1067,Lopinga achine,CS03,Yes,optional
species,RO,CON,1305,Rhinolophus euryale,CB05,Yes,mandatory
species,RO,CON,1305,Rhinolophus euryale,CF03,Yes,mandatory
species,RO,CON,1305,Rhinolophus euryale,CH03,Yes,mandatory
species,RO,ALP,1056,Parnassius mnemosyne,CA03,Yes,optional
species,RO,ALP,1056,Parnassius mnemosyne,CB02,Yes,optional
species,RO,ALP,1056,Parnassius mnemosyne,CB04,Yes,optional
species,RO,ALP,1056,Parnassius mnemosyne,CB09,Yes,optional
species,RO,ALP,1056,Parnassius mnemosyne,CS03,Yes,optional
species,RO,STE,4043,Pseudophilotes bavius,CA01,Yes,mandatory
species,RO,STE,4043,Pseudophilotes bavius,CA03,Yes,mandatory
species,RO,STE,4043,Pseudophilotes bavius,CA04,Yes,mandatory
species,RO,STE,4043,Pseudophilotes bavius,CS03,Yes,mandatory
species,RO,ALP,2647,Bison bonasus,CA05,Yes,mandatory
species,RO,ALP,2647,Bison bonasus,CE06,Yes,mandatory
species,RO,ALP,2647,Bison bonasus,CF12,Yes,mandatory
species,RO,ALP,2647,Bison bonasus,CF05,Yes,mandatory
species,RO,ALP,2647,Bison bonasus,CI07,Yes,mandatory
species,RO,ALP,2647,Bison bonasus,CS01,Yes,mandatory
species,RO,CON,4097,Iris aphylla subsp. hungarica,CA05,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CA11,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CC01,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CC13,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CF05,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CF10,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CF11,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CJ01,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CG12,Yes,mandatory
species,RO,PAN,1159,Zingel zingel,CF04,Yes,mandatory
species,BG,CON,1016,Vertigo moulinsiana,CA15,Yes,mandatory
species,BG,CON,1016,Vertigo moulinsiana,CJ01,Yes,mandatory
species,BG,CON,1016,Vertigo moulinsiana,CN01,Yes,mandatory
species,BG,CON,1016,Vertigo moulinsiana,CA06,Yes,mandatory
species,BG,CON,1016,Vertigo moulinsiana,CA09,Yes,mandatory
species,BG,CON,1016,Vertigo moulinsiana,CG02,Yes,mandatory
species,BG,CON,1016,Vertigo moulinsiana,CA05,Yes,mandatory
species,RO,CON,1361,Lynx lynx,CI05,Yes,mandatory
species,RO,CON,1361,Lynx lynx,CI07,Yes,mandatory
species,RO,CON,1361,Lynx lynx,CL04,Yes,mandatory
species,SE,BOR,4115,Rhinanthus osiliensis,CJ02,Yes,mandatory
species,SE,BOR,6166,Scapania carinthiaca,CB06,Yes,mandatory
species,SE,BOR,6166,Scapania carinthiaca,CB05,Yes,mandatory
species,SE,BOR,6166,Scapania carinthiaca,CB14,Yes,mandatory
species,SE,BOR,6166,Scapania carinthiaca,CJ02,Yes,mandatory
species,SE,BOR,6166,Scapania carinthiaca,CJ03,Yes,mandatory
species,SE,BOR,6166,Scapania carinthiaca,CG15,Yes,mandatory
species,ES,ALP,1329,Plecotus austriacus,CA09,Yes,optional
species,ES,ALP,1329,Plecotus austriacus,CB05,Yes,optional
species,ES,ALP,1329,Plecotus austriacus,CB09,Yes,optional
species,ES,ALP,1329,Plecotus austriacus,CC03,Yes,optional
species,ES,ALP,1329,Plecotus austriacus,CF12,Yes,optional
species,ES,ALP,1329,Plecotus austriacus,CS03,Yes,optional
species,ES,MED,1368,Capra pyrenaica,CA01,Yes,optional
species,ES,MED,1368,Capra pyrenaica,CI07,Yes,optional
species,ES,MED,1368,Capra pyrenaica,CJ03,Yes,optional
species,ES,MED,1368,Capra pyrenaica,CG02,Yes,optional
species,ES,MED,1368,Capra pyrenaica,CS01,Yes,optional
species,CZ,CON,6199,Euplagia quadripunctaria,CL01,Yes,mandatory
species,CZ,CON,6199,Euplagia quadripunctaria,CA03,Yes,mandatory
species,IT,MED,1324,Myotis myotis,CB05,Yes,mandatory
species,IT,MED,1324,Myotis myotis,CF12,Yes,mandatory
species,IT,MED,1324,Myotis myotis,CF03,Yes,mandatory
species,IT,MED,1324,Myotis myotis,CH03,Yes,mandatory
species,IT,MED,1324,Myotis myotis,CA09,Yes,mandatory
species,IT,ALP,1327,Eptesicus serotinus,CA09,Yes,optional
species,IT,ALP,1327,Eptesicus serotinus,CF12,Yes,optional
species,IT,ALP,1327,Eptesicus serotinus,CA12,Yes,optional
species,IT,ALP,1327,Eptesicus serotinus,CF09,Yes,optional
species,IT,MED,1531,Ribes sardoum,CA05,Yes,mandatory
species,IT,MED,1531,Ribes sardoum,CA06,Yes,mandatory
species,IT,MED,1531,Ribes sardoum,CF03,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CS04,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CF03,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CL01,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CF01,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CF02,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CA01,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CA04,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CH03,Yes,mandatory
species,IT,MED,1548,Astragalus maritimus,CL04,Yes,mandatory
species,IT,ALP,6269,Astragalus alopecurus,CL01,Yes,mandatory
species,IT,ALP,6269,Astragalus alopecurus,CA04,Yes,mandatory
species,IT,ALP,1527,Saxifraga florulenta,CG02,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CA01,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CA11,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CA15,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CF01,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CF02,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CF04,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CJ02,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CJ03,Yes,mandatory
species,IT,MED,1355,Lutra lutra,CL02,Yes,mandatory
species,IT,ALP,1374,Rupicapra pyrenaica ornata,CA05,Yes,mandatory
species,IT,ALP,1374,Rupicapra pyrenaica ornata,CA06,Yes,mandatory
species,IT,ALP,1374,Rupicapra pyrenaica ornata,CF03,Yes,mandatory
species,IT,ALP,1374,Rupicapra pyrenaica ornata,CI05,Yes,mandatory
species,IT,MED,6966,Osmoderma eremita Complex,CS01,Yes,mandatory
species,IT,MED,6966,Osmoderma eremita Complex,CS03,Yes,mandatory
species,IT,CON,1016,Vertigo moulinsiana,CA01,Yes,mandatory
species,IT,CON,1016,Vertigo moulinsiana,CF02,Yes,mandatory
species,IT,MED,5097,Barbus tyberinus,CC04,Yes,mandatory
species,IT,MED,5097,Barbus tyberinus,CJ01,Yes,mandatory
species,IT,MED,5097,Barbus tyberinus,CF10,Yes,mandatory
