featuretype,country,region,featurecode,featurename,pressures_info,pressures_source,use_for_statistics
species,ES,MED,1354,Ursus arctos,"Las presiones y amenazas que sufren los osos en esta región son similares a los presentes en la región Atlántica, puesto que comparten hábitat y distribución.","Ballesteros, F., Blanco, J.C., Cortés, Y., Doadrio, I., García-Serrano, A., Herrero, J., Nores, C. & Palomero, G. (2006). Diagnóstico y propuestas de conservación. Pp. 93-126. En  Palomero, G., Ballesteros, F., Herrero, J., Nores, C. (Ed.). Demografía. Distribución. Genética y Conservación del Oso Pardo Cantábrico. Fundación Oso Parso. Dirección General para la Biodiversidad. Ministerio de Medio Ambiente. Madrid.

García-Garitagoitia, J. L., Rey, I., Doadrio, I. (2007). Variabilidad genética. Pp. 71-90. En: Palomero, G., Ballesteros, F., Herrero, J. y Nores, C. (Eds.). Demografía. Distribución. Genética y Conservación del Oso Pardo Cantábrico. Fundación Oso Pardo. Dirección General para la Biodiversidad. Ministerio de Medio Ambiente. Madrid.

Purroy, F. J. (2017). Oso pardo – Ursus arctos. En: Enciclopedia Virtual de los Vertebrados Españoles. Salvador, A., Barja, I. (Eds.). Museo Nacional de Ciencias Naturales, Madrid. (http://www.vertebradosibericos.org) [Acceso 26/04/19]",Yes
species,ES,MED,1359,Herpestes ichneumon,,"Palomares, F. (2017). Meloncillo - Herpestes ichneumon. En: Enciclopedia Virtual de los Vertebrados Españoles. Salvador, A., Barja, I. (Eds.). Museo Nacional de Ciencias Naturales, Madrid. (http://www.vertebradosibericos.org) [02/04/19]",Yes
species,ES,MED,1483,Paeonia cambessedesii,Otra amenaza a tener en cuenta es la sequía y disminución de la precipitación (M).,,Yes
species,ES,MED,1569,Erodium paularense,,,Yes
species,ES,MED,1574,Euphorbia nevadensis,"Otras presiones a tener en cuenta pero de importancia baja (L) son la depredación, el pastoreo no intensivo de ovejas y cabras, las sacas no intensivas (dejando madera muerta/árboles viejos intactos), excursionismo, equitación y uso de vehículos no motorizados, saños causados por herbívoros (incluyendo especies de caza) y disminución de la fecundidad o disminución de la variabilidad genética en plantas (incluyendo endogamia).

Otras amenazas a tener en cuenta pero de importancia baja (L) son la depredación, el aumento de la temperatura y temperaturas extremas, disminución de la fecundidad/disminución de la variabilidad genética en plantas (incluye endogamia), incendios, circuitos y pistas y sequía y disminución de la precipitación.",,Yes
species,ES,MED,1584,Daphne rodriguezii,"La lagartija balear (Podarcis lilfordi), es su único dispersor conocido, y actualmente la interacción entre la lagartija y la planta solamente se encuentra en el islote de Colom, ya que Podarcis lilfordi está extinta en la isla de Menorca, y la planta carece de dispersores en la isla mayor (Rodríguez-Perez & Traveset, 2006).",,Yes
species,ES,MED,1619,Apium bermejoi,Other IAS: especies de plantas exóticas muy invasivas de zonas costeras como la uña de gato (Carpobrotus edulis).,Uno de los principales problemas a los que se enfrenta la especie es la baja fecundidad y la pobreza genética de sus poblaciones (https://www.miteco.gob.es/es/biodiversidad/temas/inventarios-nacionales/1226_tcm30-99516.pdf).,Yes
species,ES,MED,1722,Antirrhinum lopesianum,,,Yes
species,ES,MED,1782,Centaurea pinnata,,,Yes
species,ES,MED,1787,Crepis granatensis,,,Yes
species,ES,MED,1789,Erigeron frigidus,,,Yes
species,ES,MED,1847,Allium grosii,,,Yes
species,ES,MED,5196,Aphanius baeticus,"Other IAS: la especie coexiste con dos especies exóticas invasoras , la gambusia (Gambusia holbrooki) y el fúndulo (Fundulus heteroclitus). Cuando esto sucede, el salinete es desplazado por competencia a aguas más saladas al convivir con la gambusia, y sufre la competencia del fúndulo en los hábitats más salobres. Otras especies exóticas invasoras como la perca americana (Micropterus salmoides) o el pez sol (Lepomis gibbosus) depredan directamente sobre el salinete (Doadrio et al., 2002; Clavero et al., 2004; Clavero et al., 2007).","Las poblaciones están muy amenazadas por la transformación del hábitat por actividades agrarias, la extracción del agua para campos de golf y las urbanizaciones costeras (Doadrio et al., 2011) (https://www.miteco.gob.es/es/biodiversidad/temas/inventarios-nacionales/03_ictiofauna_tcm30-208102.pdf).",Yes
species,ES,MED,6920,Calotriton arnoldi,"IAS union concern :  Pacifastacus leniusculus Dana, 1852; Procambarus clarkii Girard, 1852;
","(https://mantle.io/grrs)

(http://www.bd-maps.net/surveillance)

Bosch, J., Carrascal, L.M., Duran, L., Walker, S. & Fisher, M.C. (2006). Climate change and outbreaks of amphibian chytridiomycosis in a montane area of Central Spain; is there a link?. Proceedings of the Royal Society B: Biological Sciences, 274(1607), 253-260.

Bosch, J., & Martínez-Solano, I. (2006). Chytrid fungus infection related to unusual mortalities of Salamandra salamandra and Bufo bufo in the Penalara Natural Park, Spain. Oryx, 40(1), 84-89.

Bosch, J., Mart??nez-Solano, I. & Garc??a-Par??s, M. (2001). Evidence of a chytrid fungus infection involved in the decline of the common midwife toad (Alytes obstetricans) in protected areas of central Spain. Biological conservation, 97(3), 331-337.

Garner, T.W.J., Walker, S., Bosch, J., Hyatt, A.D., Cunningham, A.A. & Fisher, M.C. (2005). Widespread European distribution of a global amphibian pathogen. Emerg. Infect. Dis, 11, 1639-1641.

Miller, D., Gray, M. & Storfer, A. (2011). Ecopathology of ranaviruses infecting amphibians. Viruses, 3(11), 2351-2373.

Palomar, G., Bosch, J. & Cano, J.M. (2016). Heritability of Batrachochytrium dendrobatidis burden and its genetic correlation with development time in a population of Common toad (Bufo spinosus). Evolution, 70(10), 2346-2356.

Pounds, J.A., Bustamante, M.R., Coloma, L.A., Consuegra, J.A., Fogden, M.P., Foster, P. N., … & Ron, S.R. (2006). Widespread amphibian extinctions from epidemic disease driven by global warming. Nature, 439(7073), 161.",Yes
species,ES,MMAC,2623,Kogia simus,,Criterio experto,No
species,ES,MMED,2034,Stenella coeruleoalba,,,Yes
species,ES,MMED,2618,Balaenoptera acutorostrata,,,No
species,FI,ALP,1354,Ursus arctos,,,Yes
species,FI,ALP,1357,Martes martes,,,Yes
species,FI,ALP,1389,Meesia longiseta,,,Yes
species,FI,ALP,1912,Gulo gulo,,,Yes
species,FI,BOR,1042,Leucorrhinia pectoralis,,,Yes
species,FI,BOR,1057,Parnassius apollo,,,Yes
species,FI,BOR,1109,Thymallus thymallus,,,Yes
species,FI,BOR,1283,Coronella austriaca,,,Yes
species,FI,BOR,1322,Myotis nattereri,,,Yes
species,FI,BOR,1357,Martes martes,,,Yes
species,FI,BOR,1953,Crepis tectorum subsp. nigrescens,,,Yes
species,FI,BOR,1972,Ranunculus lapponicus,,,Yes
species,FI,BOR,4021,Phryganophilus ruficollis,,,Yes
species,FI,BOR,6182,Sympecma paedisca,,,Yes
species,FI,MBAL,6307,Pusa hispida botnica,,"Sundqvist, L.,  Harkonen, T. Svensson, C.J., Harding, K.C.  2012: Climate Trends to Population Dynamics in the Baltic Ringed Seal: Impacts of Historical and Future Winter Temperatures. AMBIO 8:  865–872.",Yes
species,FR,ALP,1007,Elona quimperiana,,,No
species,FR,ALP,1033,Unio elongatulus,,,No
species,FR,ALP,1179,Salamandra lanzai,,"Plisson A.L. 2017. Réserve naturelle nationale de Ristolas Mont Viso-Rapport d’activités 2017, PNR du Queyras. 39 ; ABDULHAK S. 2015. Caractérisation de l’habitat de la Salamandre de Lanza (Salamandra lanzai). Phyto-écologie et paramètres environnementaux., CBNA. 38 p. ; VIEL B. 2017. Structuration génétique de la Salamandre de Lanza (Salamandra lanzaï) sur son aire de répartition mondiale, ÉCOLE PRATIQUE DES HAUTES ÉTUDES. Master 1-Biodiversité et Gestion de l’Environnement, 20 p.. 20 ",Yes
species,FR,ALP,1193,Bombina variegata,," . FRAPNA et LPO. 2014. Reptiles et Amphibiens de Haute-Savoie. Etat des lieux et plan d'actions..  ; Cayuela et al. 2018. Demographic response to patch destruction in a spatially structured amphibian population. Journal of Applied Ecology,  https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.13198; Cayuela et al. 2015. Slow life history and rapid extreme flood: demographic mechanisms and their consequences on population viability in a threatened amphibian. Freshwater Biology,  https://doi.org/10.1111/fwb.12661; Cayuela et al. 2014. To breed or not to breed : past reproductive status and environmental cues drive current breeding decisions in a long-lived Amphibian.. Oecologia, 1-10 ; GHRA - LPO Rhône-Alpes 2015. Les Amphibiens et Reptiles de Rhône-Alpes. Les Amphibiens et Reptiles de Rhône-Alpes, 448 ; Cayuela et al. 2015. Intensive vehicle traffic impacts morphology and endocrine stress response in a threatened amphibian. Oryx,  https://www.cambridge.org/core/journals/oryx/article/intensive-vehicle-traffic-impacts-morphology-and-endocrine-stress-response-in-a-threatened-amphibian/864A3F42B807E3EA69A697704125F6F5; Cayuela et al. 2015. The impact of severe drought on survival, fecundity, and population persistence in an endangered amphibian. Ecosphere,  https://doi.org/10.1002/ecs2.1246; Guillelme Astruc . Bilan des analyses de données de suivi individuel de crapauds sonneurs à ventre jaune sur le territoire du Parc National des Ecrins..  ; Cayuela et al. 2018. oads and roads: transport infrastructure severely impacts dispersal regardless of life stage. BioXiv,  https://www.biorxiv.org/content/early/2018/06/18/349639; Cayuela et al. 2015. Highlighting the effects of land-use change on a threatened amphibian in a human-dominated landscape. Population Ecology,  https://link.springer.com/article/10.1007/s10144-015-0483-4",Yes
species,FR,ALP,1304,Rhinolophus ferrumequinum,,,Yes
species,FR,ALP,1317,Pipistrellus nathusii,,,Yes
species,FR,ALP,1849,Ruscus aculeatus,,,Yes
species,FR,ALP,1926,Stephanopachys linearis,,,Yes
species,FR,ALP,5003,Myotis alcathoe,,,Yes
species,FR,ATL,1096,Lampetra planeri,,,Yes
species,FR,ATL,1099,Lampetra fluviatilis,,,Yes
species,FR,ATL,1101,Acipenser sturio,,,Yes
species,FR,ATL,1304,Rhinolophus ferrumequinum,,,Yes
species,FR,ATL,1341,Muscardinus avellanarius,,"Groupe Mammalogique Breton . Atlas des Mammifères de Bretagne. Atlas des Mammifères de Bretagne, 304 ",Yes
species,FR,ATL,1441,Rumex rupestris,,"Akeroyd J. 2013. New nomenclatural combinations in Persicaria Miller and a new hybrid name in Rumex L. (Polygonaceae).. Contributii botanice, 48, 15-21 ; DE CACQUERAY M., BLANCHARD F. 2010. Premiers éléments typologiques et phytoécologiques sur l’hygrosère dunaire Patience des rochers (Rumex rupestris) des falaises meubles à paléosols du littoral médocain (Gironde). -, Audenge, CBNSA66 ;  . MASSON G., HARDEGEN M., 2015 – Natura 2000 en Bretagne : Espèces végétales d’intérêt communautaire. Bilan des connaissances et enjeux de conservation. DREAL Bretagne. Brest : Conservatoire botanique national de Brest. 43 p..  ",Yes
species,FR,ATL,2016,Pipistrellus kuhlii,,,Yes
species,FR,ATL,4056,Anisus vorticulus,,"Cucherat 2013. Bilan des connaissances sur les espèces de mollusques continentaux de la Directive Habitats-Faune-Flore dans la région Nord – Pas-de-Calais durant la période 1992-2011. MalaCo 9, , 467-484 ",Yes
species,FR,ATL,6963,Cobitis taenia Complex,,,Yes
species,FR,ATL,6981,Pelophylax lessonae,,"Leuenberger, J., Gander, A., Schmidt, B.R. Perrin, N. 2014. Are invasive marsh frogs (Pelophylax ridibundus) replacing the native P. lessonae/P. esculentus hybridogenetic complex in Western Europe? Genetic evidence from a field study. Conservation Genetics, 14869-878 ; Vorburger, C., Reyer, H.-U. 2003. A genetic mechanism of species replacement in European waterfrogs? . Conservation Genetics, 4141-155 ",Yes
species,FR,CON,1082,Graphoderus bilineatus,,,Yes
species,FR,CON,1385,Bruchia vogesiaca,,,Yes
species,FR,CON,1409,Sphagnum spp.,,,Yes
species,FR,CON,1657,Gentiana lutea,,,Yes
species,LT,BOR,1437,Thesium ebracteatum,,"„NATURA 2000“ PRIORITETINI? VEIKSM? PROGRAMA (PVP), skirta ?gyvendinti Lietuvoje pagal Tarybos direktyvos 92/43/EEB d?l nat?rali? buveini? ir laukin?s faunos bei floros apsaugos (Buveini? direktyvos) 8 straipsn?.",Yes
species,LT,BOR,5009,Pipistrellus pygmaeus,,"„NATURA 2000“ PRIORITETINI? VEIKSM? PROGRAMA (PVP), skirta ?gyvendinti Lietuvoje pagal Tarybos direktyvos 92/43/EEB d?l nat?rali? buveini? ir laukin?s faunos bei floros apsaugos (Buveini? direktyvos) 8 straipsn?.",Yes
species,LT,BOR,6169,Euphydryas maturna,,"„NATURA 2000“ PRIORITETINI? VEIKSM? PROGRAMA (PVP), skirta ?gyvendinti Lietuvoje pagal Tarybos direktyvos 92/43/EEB d?l nat?rali? buveini? ir laukin?s faunos bei floros apsaugos (Buveini? direktyvos) 8 straipsn?.",Yes
species,LU,CON,1313,Eptesicus nilssonii,,,No
species,LU,CON,5003,Myotis alcathoe,,"Based on literature, field observation and experts' opinion",No
species,LV,BOR,1032,Unio crassus,,,Yes
species,LV,BOR,1081,Dytiscus latissimus,"Pressures were listed, using field reports from the species monitoring in Latvia from 2013-2018, cross-reference from the previous species report from 2007-2012, and based on expert opinion.
In the field reports from Dytiscus latissimus monitoring in Latvia, water pollution was visually present in multiple localities where the species was or wasn’t abundant. In Latvia, the main water pollution is diffuse water pollution from agriculture and forestry activities. 
It is difficult to distinguish whether eutrophication occurs naturally or is caused by diffused pollution with nutrients, or both factors complement each other. 
Because of the eutrophication processes the expansion of common reed Phragmites australis also creates pressure and threat to Dytiscus latissimus, as it decreases the area of suitable microhabitat for the species. Cybister lateralimarginalis is a common native diving beetle species in Latvia, that was present in most of the water bodies, where Dytiscus latissimus was monitored. C. lateralimarginalis was often present in high abundance, suggesting possible resource competition with D. latissimus. 
According to the report of freshwater fish monitoring in Latvia (2013) Perccottus glenii (R11034) has been recorded in few water bodies – shallow, oxygen poor lakes, but the biomass and distribution of this fish species is low, and could only influence diving beetles locally, under specific environmental conditions. Therefore, in the reporting period, the pressure is considered low to medium, but if Perccottus glenii expands, it will create future threats to Dytiscus latissimus.",,Yes
species,LV,BOR,1145,Misgurnus fossilis,,,Yes
species,LV,BOR,1188,Bombina bombina,,,Yes
species,LV,BOR,1220,Emys orbicularis,,,Yes
species,LV,BOR,1337,Castor fiber,,,Yes
species,LV,BOR,1342,Dryomys nitedula,,,Yes
species,LV,BOR,1758,Ligularia sibirica,"Hydrological modification caused by beaver in Zušu Stai?u s?ravoti (L06).
Accordingly to reserch done by Lanno and Sammul genetic diversity within a population is high, but aligning populations with each other the genetic diversity is small.
L.sibirica needs communities with other plants who creates necessary micronishes and protects the species microclimate from various influences.
Although this species likes to grow in wet forests, to dense schrub may have negative effect.  Risk of population decline if there is increase of nitrogen in the soil.","Lanno K., Sammul M. 2014. The Survival of Transplants of Rare Ligularia sibirica is Enhanced by Neighbouring Plants. Folia Geobotanica, Volume 49, Issue 2, pp 163–173. Ilves A., Lanno K., Sammul M., Tali K. 2013. Genetic variability, population size and reproduction potential in Ligularia sibirica (L.) populations in Estonia. Conservation Genetics, Volume 14, Issue 3, pp 661–669 
Monitoring data",Yes
species,LV,BOR,1920,Boros schneideri,,,Yes
species,LV,BOR,4044,Xylomoia strix,79% of 1x1 grids are inside Natura 2000 sites. Species select to live in forests and forests in the Natura sites are not managed in a way to influence species.,,Yes
species,LV,BOR,6966,Osmoderma eremita Complex,,,Yes
species,LV,MBAL,1351,Phocoena phocoena,,,No
species,MT,MED,1309,Pipistrellus pipistrellus,Other IAS: Felis catus;,Based mainly on expert opinion.,Yes
species,MT,MED,5009,Pipistrellus pygmaeus,Other IAS: Felis catus,Based mainly on expert opinion.,Yes
species,MT,MMED,2029,Globicephala melas,,,No
species,MT,MMED,2033,Steno bredanensis,,,No
species,NL,ATL,1016,Vertigo moulinsiana,"Hoewel de soort landelijk bezien vermoedelijk stabiel is, neemt de soort plaatselijk wel af door niet-gafaseerd maaien, begrazing en in moerasgebieden door verdroging.","Boesveld, A., A.W. Gmelig Meyling & R.H. de Bruyne, 2011. Natuurbeheer, bescherming en biotoopeisen van drie bijzondere Nederlandse slakken: de Nauwe korfslak, de Zeggekorfslak en de Platte schijfhoren. De Levende Natuur 112(3): 114-119.

Boesveld, A., A.W. Gmelig Meyling & I. van Lente, 2014. Zeggekorfslak. Profiel. http://www.anemoon.org/projecten/natura2000/soortprofielen/zeggekorfslak",Yes
species,NL,ATL,1048,Aeshna viridis,,https://www.vlinderstichting.nl/libellen/overzicht-libellen/details-libel/groene-glazenmaker,Yes
species,NL,ATL,1059,Maculinea teleius,,,Yes
species,NL,ATL,1214,Rana arvalis,"I02: invloed van springkikker (Rana dalmatina), uitgezet in Vledder (Dr.) is niet bekend.
 In de veenweidegebeiden spelen veel zaken m.b.t. intensief landbouwkundig gebruik. Verdroging, te intensief beheer van slootkanten en mogelijke invloed van pesticiden en klimaatopwarming zijn reële bedreigingen voor deze soort.",,Yes
species,NL,ATL,1318,Myotis dasycneme,zero-carbon-emission building without special measures for bats will lead to reduction of potential roosting habitat,,Yes
