country,region,habitatcode,habitatname,priority,presence,group
RO,MBLS,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
RO,CON,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,PRE,Forests
RO,CON,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
RO,CON,91Y0,Dacian oak and hornbeam forests,N,PRE,Forests
RO,CON,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
RO,CON,91D0,Bog woodland,Y,PRE,Forests
RO,CON,91AA,Eastern white oak woods,Y,PRE,Forests
RO,CON,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
RO,CON,91H0,Pannonian woods with Quercus pubescens,Y,PRE,Forests
RO,CON,91L0,Illyrian oak-hornbeam forests (Erythronio-Carpinion),N,PRE,Forests
RO,CON,91V0,Dacian Beech forests (Symphyto-Fagion),N,PRE,Forests
RO,MBLS,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
RO,CON,9260,Castanea sativa woods,N,PRE,Forests
RO,MBLS,1130,Estuaries,N,PRE,Coastal habitats
RO,CON,9170,Galio-Carpinetum oak-hornbeam forests,N,PRE,Forests
RO,CON,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
RO,CON,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
RO,MBLS,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
RO,CON,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
RO,CON,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,PRE,Forests
RO,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
RO,CON,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
RO,MBLS,1170,Reefs,N,PRE,Coastal habitats
RO,CON,62C0,Ponto-Sarmatic steppes,Y,PRE,Grasslands
RO,CON,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
RO,CON,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
RO,CON,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
RO,CON,6190,Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis),N,PRE,Grasslands
RO,CON,6240,Sub-Pannonic steppic grasslands,Y,PRE,Grasslands
RO,CON,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,PRE,Grasslands
RO,CON,8160,Medio-European calcareous scree of hill and montane levels,Y,PRE,Rocky habitats
RO,CON,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
RO,CON,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
RO,CON,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
RO,CON,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
RO,CON,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
RO,CON,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
RO,CON,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
RO,CON,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
RO,CON,8310,Caves not open to the public,N,PRE,Rocky habitats
RO,CON,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
RO,CON,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
RO,CON,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
RO,STE,8310,Caves not open to the public,N,PRE,Rocky habitats
RO,STE,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
RO,STE,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
RO,STE,40C0,Ponto-Sarmatic deciduous thickets,Y,PRE,Heath and scrub
RO,STE,6120,Xeric sand calcareous grasslands,Y,PRE,Grasslands
RO,STE,62C0,Ponto-Sarmatic steppes,Y,PRE,Grasslands
RO,STE,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
RO,STE,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
RO,STE,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,PRE,Grasslands
RO,STE,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,PRE,Forests
RO,STE,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
RO,STE,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
RO,STE,91AA,Eastern white oak woods,Y,PRE,Forests
RO,STE,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
RO,STE,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
RO,STE,91X0,Dobrogean beech forests,Y,PRE,Forests
RO,STE,91Y0,Dacian oak and hornbeam forests,N,PRE,Forests
RO,STE,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
RO,STE,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,PRE,Forests
RO,CON,6120,Xeric sand calcareous grasslands,Y,PRE,Grasslands
RO,ALP,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
RO,STE,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
RO,PAN,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
RO,MBLS,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
RO,PAN,1530,Pannonic salt steppes and salt marshes,Y,PRE,Coastal habitats
RO,PAN,2340,Pannonic inland dunes,Y,PRE,Dune habitats
RO,PAN,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
RO,PAN,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
RO,PAN,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
RO,PAN,31A0,Transylvanian hot-spring lotus beds,Y,PRE,Freshwater habitats
RO,PAN,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
RO,PAN,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
RO,STE,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
RO,PAN,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
RO,STE,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
RO,PAN,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,PRE,Grasslands
RO,PAN,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
RO,PAN,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
RO,PAN,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,PRE,Forests
RO,PAN,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
RO,STE,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
RO,STE,1530,Pannonic salt steppes and salt marshes,Y,PRE,Coastal habitats
RO,STE,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
RO,MBLS,1180,Submarine structures made by leaking gases,N,PRE,Coastal habitats
RO,PAN,40A0,Subcontinental peri-Pannonic scrub,Y,PRE,Heath and scrub
RO,ALP,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
RO,ALP,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
RO,ALP,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
RO,ALP,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
RO,ALP,6520,Mountain hay meadows,N,PRE,Grasslands
RO,ALP,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
RO,ALP,7120,Degraded raised bogs still capable of natural regeneration,N,PRE,"Bogs, mires and fens"
RO,ALP,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
RO,ALP,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
RO,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
RO,ALP,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,PRE,Rocky habitats
RO,ALP,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
RO,ALP,8160,Medio-European calcareous scree of hill and montane levels,Y,PRE,Rocky habitats
RO,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
RO,ALP,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
RO,ALP,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
RO,ALP,8310,Caves not open to the public,N,PRE,Rocky habitats
RO,ALP,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
RO,ALP,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
RO,ALP,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
RO,ALP,9170,Galio-Carpinetum oak-hornbeam forests,N,PRE,Forests
RO,ALP,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Y,PRE,"Bogs, mires and fens"
RO,ALP,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,N,PRE,Freshwater habitats
RO,PAN,91Y0,Dacian oak and hornbeam forests,N,MAR,Forests
RO,PAN,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,MAR,Forests
RO,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
RO,CON,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
RO,CON,4030,European dry heaths,N,MAR,Heath and scrub
RO,BLS,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,MAR,Forests
RO,ALP,91Y0,Dacian oak and hornbeam forests,N,MAR,Forests
RO,ALP,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,MAR,Forests
RO,ALP,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
RO,ALP,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
RO,ALP,3230,Alpine rivers and their ligneous vegetation with Myricaria germanica,N,PRE,Freshwater habitats
RO,ALP,6190,Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis),N,PRE,Grasslands
RO,ALP,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
RO,ALP,4030,European dry heaths,N,PRE,Heath and scrub
RO,ALP,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
RO,ALP,4070,Bushes with Pinus mugo and Rhododendron hirsutum (Mugo-Rhododendretum hirsuti),Y,PRE,Heath and scrub
RO,ALP,4080,Sub-Arctic Salix spp. scrub,N,PRE,Heath and scrub
RO,ALP,40A0,Subcontinental peri-Pannonic scrub,Y,PRE,Heath and scrub
RO,ALP,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
RO,ALP,6150,Siliceous alpine and boreal grasslands,N,PRE,Grasslands
RO,ALP,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,PRE,Grasslands
RO,ALP,3220,Alpine rivers and the herbaceous vegetation along their banks,N,PRE,Freshwater habitats
RO,CON,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
RO,BLS,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
RO,BLS,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
RO,BLS,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
RO,BLS,6120,Xeric sand calcareous grasslands,Y,PRE,Grasslands
RO,BLS,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
RO,BLS,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
RO,CON,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
RO,BLS,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,PRE,Grasslands
RO,BLS,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
RO,BLS,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,PRE,Forests
RO,BLS,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
RO,CON,1530,Pannonic salt steppes and salt marshes,Y,PRE,Coastal habitats
RO,BLS,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
RO,CON,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
RO,CON,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
RO,CON,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
RO,CON,3220,Alpine rivers and the herbaceous vegetation along their banks,N,PRE,Freshwater habitats
RO,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,N,PRE,Freshwater habitats
RO,ALP,91D0,Bog woodland,Y,PRE,Forests
RO,ALP,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
RO,CON,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
RO,CON,40C0,Ponto-Sarmatic deciduous thickets,Y,PRE,Heath and scrub
RO,CON,40A0,Subcontinental peri-Pannonic scrub,Y,PRE,Heath and scrub
RO,CON,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
RO,ALP,91V0,Dacian Beech forests (Symphyto-Fagion),N,PRE,Forests
RO,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
RO,ALP,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,PRE,Forests
RO,ALP,91L0,Illyrian oak-hornbeam forests (Erythronio-Carpinion),N,PRE,Forests
RO,BLS,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
RO,ALP,91Q0,Western Carpathian calcicolous Pinus sylvestris forests,N,PRE,Forests
RO,ALP,9260,Castanea sativa woods,N,PRE,Forests
RO,ALP,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,PRE,Forests
RO,ALP,9420,Alpine Larix decidua and/or Pinus cembra forests,N,PRE,Forests
RO,ALP,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
RO,BLS,1150,Coastal lagoons,Y,PRE,Coastal habitats
RO,BLS,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
RO,BLS,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
RO,BLS,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
RO,BLS,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
RO,BLS,1410,Mediterranean salt meadows (Juncetalia maritimi),N,PRE,Coastal habitats
RO,BLS,2160,Dunes with Hippophae rhamnoides,N,PRE,Dune habitats
RO,BLS,2110,Embryonic shifting dunes,N,PRE,Dune habitats
RO,BLS,1530,Pannonic salt steppes and salt marshes,Y,PRE,Coastal habitats
RO,BLS,2190,Humid dune slacks,N,PRE,Dune habitats
SE,CON,2110,Embryonic shifting dunes,N,PRE,Dune habitats
SE,CON,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
SE,CON,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
SE,CON,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
SE,CON,1630,Boreal Baltic coastal meadows,Y,PRE,Coastal habitats
SE,CON,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,PRE,Dune habitats
SE,CON,2140,Decalcified fixed dunes with Empetrum nigrum,Y,PRE,Dune habitats
SE,CON,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),N,PRE,Dune habitats
SE,CON,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,PRE,Dune habitats
SE,CON,2190,Humid dune slacks,N,PRE,Dune habitats
SE,CON,1620,Boreal Baltic islets and small islands,N,PRE,Coastal habitats
SE,CON,2330,Inland dunes with open Corynephorus and Agrostis grasslands,N,PRE,Dune habitats
SE,CON,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
SE,CON,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
SE,CON,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
SE,CON,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
SE,CON,3210,Fennoscandian natural rivers,N,PRE,Freshwater habitats
SE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,N,PRE,Heath and scrub
SE,CON,4030,European dry heaths,N,PRE,Heath and scrub
SE,CON,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,PRE,Coastal habitats
SE,CON,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
SE,CON,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
SE,BOR,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
SE,BOR,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
SE,BOR,8240,Limestone pavements,Y,PRE,Rocky habitats
SE,BOR,8310,Caves not open to the public,N,PRE,Rocky habitats
SE,MBAL,1170,Reefs,N,PRE,Coastal habitats
SE,CON,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
SE,BOR,9010,Western Taïga,Y,PRE,Forests
SE,BOR,9030,Natural forests of primary succession stages of landupheaval coast,Y,PRE,Forests
SE,BOR,9050,Fennoscandian herb-rich forests with Picea abies,N,PRE,Forests
SE,BOR,9060,"Coniferous forests on, or connected to, glaciofluvial eskers",N,PRE,Forests
SE,BOR,9070,Fennoscandian wooded pastures,N,PRE,Forests
SE,BOR,9020,"Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes",Y,PRE,Forests
SE,BOR,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
SE,CON,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
SE,BOR,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
SE,BOR,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
SE,BOR,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,PRE,Forests
SE,BOR,91D0,Bog woodland,Y,PRE,Forests
SE,BOR,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
SE,BOR,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
SE,CON,1150,Coastal lagoons,Y,PRE,Coastal habitats
SE,CON,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
SE,CON,1220,Perennial vegetation of stony banks,N,PRE,Coastal habitats
SE,CON,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,PRE,Coastal habitats
SE,BOR,9080,Fennoscandian deciduous swamp woods,Y,PRE,Forests
SE,MATL,1170,Reefs,N,PRE,Coastal habitats
SE,CON,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
SE,CON,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
SE,CON,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
SE,CON,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,PRE,Forests
SE,CON,91D0,Bog woodland,Y,PRE,Forests
SE,CON,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
SE,CON,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
SE,MATL,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
SE,MATL,1130,Estuaries,N,PRE,Coastal habitats
SE,MBAL,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
SE,MATL,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
SE,CON,9070,Fennoscandian wooded pastures,N,PRE,Forests
SE,MATL,1180,Submarine structures made by leaking gases,N,PRE,Coastal habitats
SE,MATL,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
SE,MBAL,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
SE,MBAL,1130,Estuaries,N,PRE,Coastal habitats
SE,MBAL,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
SE,MBAL,1650,Boreal Baltic narrow inlets,N,PRE,Coastal habitats
SE,MBAL,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
SE,ALP,9040,Nordic subalpine/subarctic forests with Betula pubescens ssp. czerepanovii,N,PRE,Forests
SE,BOR,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
SE,MATL,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
SE,CON,7160,Fennoscandian mineral-rich springs and springfens,N,PRE,"Bogs, mires and fens"
SE,CON,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
SE,CON,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
SE,CON,6270,Fennoscandian lowland species-rich dry to mesic grasslands,Y,PRE,Grasslands
SE,CON,6280,Nordic alvar and precambrian calcareous flatrocks,Y,PRE,Grasslands
SE,CON,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
SE,CON,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
SE,CON,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
SE,CON,6530,Fennoscandian wooded meadows,Y,PRE,Grasslands
SE,CON,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
SE,CON,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
SE,CON,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
SE,CON,9080,Fennoscandian deciduous swamp woods,Y,PRE,Forests
SE,CON,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
SE,CON,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
SE,CON,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
SE,CON,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
SE,CON,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
SE,CON,8240,Limestone pavements,Y,PRE,Rocky habitats
SE,CON,8310,Caves not open to the public,N,PRE,Rocky habitats
SE,CON,9010,Western Taïga,Y,PRE,Forests
SE,CON,9020,"Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes",Y,PRE,Forests
SE,CON,6120,Xeric sand calcareous grasslands,Y,PRE,Grasslands
SE,CON,7120,Degraded raised bogs still capable of natural regeneration,N,PRE,"Bogs, mires and fens"
SE,ALP,91D0,Bog woodland,Y,PRE,Forests
SE,ALP,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
SE,ALP,7310,Aapa mires,Y,PRE,"Bogs, mires and fens"
SE,ALP,7320,Palsa mires,Y,PRE,"Bogs, mires and fens"
SE,ALP,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,PRE,Rocky habitats
SE,ALP,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
SE,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
SE,ALP,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
SE,ALP,8310,Caves not open to the public,N,PRE,Rocky habitats
SE,ALP,8340,Permanent glaciers,N,PRE,Rocky habitats
SE,BOR,1630,Boreal Baltic coastal meadows,Y,PRE,Coastal habitats
SE,ALP,9050,Fennoscandian herb-rich forests with Picea abies,N,PRE,Forests
SE,ALP,7130,Blanket bogs (* if active bog),N,PRE,"Bogs, mires and fens"
SE,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
SE,BOR,1150,Coastal lagoons,Y,PRE,Coastal habitats
SE,BOR,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
SE,BOR,1220,Perennial vegetation of stony banks,N,PRE,Coastal habitats
SE,BOR,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,PRE,Coastal habitats
SE,BOR,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
