country,region,habitatcode,habitatname,priority,presence,group
DK,CON,2330,Inland dunes with open Corynephorus and Agrostis grasslands,N,PRE,Dune habitats
DK,CON,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,PRE,Dune habitats
DK,CON,2310,Dry sand heaths with Calluna and Genista,N,PRE,Dune habitats
DK,CON,2250,Coastal dunes with Juniperus spp.,Y,PRE,Dune habitats
DK,CON,2190,Humid dune slacks,N,PRE,Dune habitats
DK,CON,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,PRE,Dune habitats
DK,CON,2160,Dunes with Hippophae rhamnoides,N,PRE,Dune habitats
DK,CON,2140,Decalcified fixed dunes with Empetrum nigrum,Y,PRE,Dune habitats
DK,CON,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
DK,CON,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
DK,MBAL,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
DK,CON,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),N,PRE,Dune habitats
DK,CON,91D0,Bog woodland,Y,PRE,Forests
DK,MBAL,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
DK,CON,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
DK,CON,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
DK,MBAL,1170,Reefs,N,PRE,Coastal habitats
DK,MBAL,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
DK,MBAL,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
DK,MATL,1180,Submarine structures made by leaking gases,N,PRE,Coastal habitats
DK,MATL,1170,Reefs,N,PRE,Coastal habitats
DK,MATL,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
DK,MATL,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
DK,MATL,1130,Estuaries,N,PRE,Coastal habitats
DK,MBAL,1130,Estuaries,N,PRE,Coastal habitats
DK,CON,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
DK,CON,7120,Degraded raised bogs still capable of natural regeneration,N,PRE,"Bogs, mires and fens"
DK,CON,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,PRE,Forests
DK,CON,9170,Galio-Carpinetum oak-hornbeam forests,N,PRE,Forests
DK,CON,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
DK,CON,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
DK,CON,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
DK,CON,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,PRE,Forests
DK,CON,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
DK,CON,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
DK,CON,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
DK,CON,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
DK,CON,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
DK,CON,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
DK,MATL,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
DK,ATL,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),N,PRE,Dune habitats
DK,ATL,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
DK,CON,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
DK,ATL,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
DK,ATL,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
DK,ATL,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
DK,ATL,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
DK,ATL,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
DK,ATL,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
DK,ATL,2330,Inland dunes with open Corynephorus and Agrostis grasslands,N,PRE,Dune habitats
DK,ATL,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,PRE,Dune habitats
DK,ATL,2310,Dry sand heaths with Calluna and Genista,N,PRE,Dune habitats
DK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,N,PRE,Heath and scrub
DK,ATL,2190,Humid dune slacks,N,PRE,Dune habitats
DK,ATL,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,PRE,Dune habitats
DK,ATL,2140,Decalcified fixed dunes with Empetrum nigrum,Y,PRE,Dune habitats
DK,ATL,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
DK,ATL,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
DK,ATL,2110,Embryonic shifting dunes,N,PRE,Dune habitats
DK,ATL,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,PRE,Coastal habitats
DK,ATL,1320,Spartina swards (Spartinion maritimae),N,PRE,Coastal habitats
DK,ATL,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
DK,ATL,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,PRE,Coastal habitats
DK,ATL,1220,Perennial vegetation of stony banks,N,PRE,Coastal habitats
DK,ATL,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
DK,ATL,1150,Coastal lagoons,Y,PRE,Coastal habitats
DK,CON,2110,Embryonic shifting dunes,N,PRE,Dune habitats
DK,ATL,2250,Coastal dunes with Juniperus spp.,Y,PRE,Dune habitats
DK,ATL,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
DK,ATL,2160,Dunes with Hippophae rhamnoides,N,PRE,Dune habitats
DK,ATL,4030,European dry heaths,N,PRE,Heath and scrub
DK,CON,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,PRE,Coastal habitats
DK,CON,1320,Spartina swards (Spartinion maritimae),N,PRE,Coastal habitats
DK,CON,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
DK,CON,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,PRE,Coastal habitats
DK,CON,1220,Perennial vegetation of stony banks,N,PRE,Coastal habitats
DK,CON,1150,Coastal lagoons,Y,PRE,Coastal habitats
DK,CON,1340,Inland salt meadows,Y,PRE,Coastal habitats
DK,ATL,91D0,Bog woodland,Y,PRE,Forests
DK,ATL,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,PRE,Forests
DK,ATL,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
DK,ATL,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
DK,ATL,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
DK,ATL,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
DK,CON,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
DK,ATL,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
DK,ATL,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
DK,ATL,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
DK,ATL,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
DK,ATL,7120,Degraded raised bogs still capable of natural regeneration,N,PRE,"Bogs, mires and fens"
DK,ATL,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
DK,ATL,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
DK,ATL,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
DK,ATL,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
DK,ATL,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
DK,ATL,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,PRE,Forests
EE,BOR,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
EE,BOR,8310,Caves not open to the public,N,PRE,Rocky habitats
EE,BOR,8240,Limestone pavements,Y,PRE,Rocky habitats
EE,BOR,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
EE,BOR,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
EE,BOR,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
EE,BOR,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
EE,BOR,7160,Fennoscandian mineral-rich springs and springfens,N,PRE,"Bogs, mires and fens"
EE,BOR,6530,Fennoscandian wooded meadows,Y,PRE,Grasslands
EE,BOR,7120,Degraded raised bogs still capable of natural regeneration,N,PRE,"Bogs, mires and fens"
EE,BOR,9010,Western Taïga,Y,PRE,Forests
EE,BOR,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
EE,BOR,6450,Northern boreal alluvial meadows,N,PRE,Grasslands
EE,BOR,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
EE,BOR,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
EE,BOR,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
EE,BOR,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
EE,MBAL,1170,Reefs,N,PRE,Coastal habitats
EE,MBAL,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
EE,MBAL,1130,Estuaries,N,PRE,Coastal habitats
EE,MBAL,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
EE,BOR,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
EE,BOR,9020,"Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes",Y,PRE,Forests
EE,BOR,91D0,Bog woodland,Y,PRE,Forests
EE,BOR,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
EE,BOR,9080,Fennoscandian deciduous swamp woods,Y,PRE,Forests
EE,BOR,9070,Fennoscandian wooded pastures,N,PRE,Forests
EE,BOR,9060,"Coniferous forests on, or connected to, glaciofluvial eskers",N,PRE,Forests
EE,BOR,9050,Fennoscandian herb-rich forests with Picea abies,N,PRE,Forests
EE,MBAL,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
EE,BOR,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
EE,BOR,2190,Humid dune slacks,N,PRE,Dune habitats
EE,BOR,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,PRE,Dune habitats
EE,BOR,2140,Decalcified fixed dunes with Empetrum nigrum,Y,PRE,Dune habitats
EE,BOR,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
EE,BOR,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
EE,BOR,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,PRE,Dune habitats
EE,BOR,1620,Boreal Baltic islets and small islands,N,PRE,Coastal habitats
EE,BOR,2110,Embryonic shifting dunes,N,PRE,Dune habitats
EE,BOR,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,PRE,Coastal habitats
EE,BOR,1220,Perennial vegetation of stony banks,N,PRE,Coastal habitats
EE,BOR,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
EE,BOR,1150,Coastal lagoons,Y,PRE,Coastal habitats
EE,BOR,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
EE,BOR,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
EE,BOR,1640,Boreal Baltic sandy beaches with perennial vegetation,N,PRE,Coastal habitats
EE,BOR,3180,Turloughs,Y,PRE,Freshwater habitats
EE,BOR,1630,Boreal Baltic coastal meadows,Y,PRE,Coastal habitats
EE,BOR,6270,Fennoscandian lowland species-rich dry to mesic grasslands,Y,PRE,Grasslands
EE,BOR,2330,Inland dunes with open Corynephorus and Agrostis grasslands,N,PRE,Dune habitats
EE,BOR,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
EE,BOR,4030,European dry heaths,N,PRE,Heath and scrub
EE,BOR,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
EE,BOR,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
EE,BOR,6280,Nordic alvar and precambrian calcareous flatrocks,Y,PRE,Grasslands
EE,BOR,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
EE,BOR,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
EE,BOR,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
EE,BOR,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
EE,BOR,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
ES,MED,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,SCR,Freshwater habitats
ES,MED,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
ES,MED,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,N,PRE,Dune habitats
ES,MED,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
ES,MED,2270,Wooded dunes with Pinus pinea and/or Pinus pinaster,Y,PRE,Dune habitats
ES,MED,3120,"Oligotrophic waters containing very few minerals generally on sandy soils of the West Mediterranean, with Isoetes spp.",N,SCR,Freshwater habitats
ES,MED,2250,Coastal dunes with Juniperus spp.,Y,PRE,Dune habitats
ES,MED,2240,Brachypodietalia dune grasslands with annuals,N,PRE,Dune habitats
ES,MED,2230,Malcolmietalia dune grasslands,N,PRE,Dune habitats
ES,MED,2210,Crucianellion maritimae fixed beach dunes,N,PRE,Dune habitats
ES,MED,2150,Atlantic decalcified fixed dunes (Calluno-Ulicetea),Y,PRE,Dune habitats
ES,MED,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
ES,MED,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
ES,MED,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
ES,MED,4090,Endemic oro-Mediterranean heaths with gorse,N,PRE,Heath and scrub
ES,MED,2190,Humid dune slacks,N,PRE,Dune habitats
ES,MED,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
ES,MED,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
ES,MED,5120,Mountain Cytisus purgans formations,N,PRE,Sclerophyllous scrub
ES,MED,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,PRE,Sclerophyllous scrub
ES,MATL,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
ES,MED,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
ES,MED,2110,Embryonic shifting dunes,N,PRE,Dune habitats
ES,MED,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Y,PRE,Heath and scrub
ES,MED,4030,European dry heaths,N,PRE,Heath and scrub
ES,MED,3280,Constantly flowing Mediterranean rivers with Paspalo-Agrostidion species and hanging curtains of Salix and Populus alba,N,PRE,Freshwater habitats
ES,MED,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
ES,MED,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,N,PRE,Freshwater habitats
ES,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,N,PRE,Freshwater habitats
ES,MED,3230,Alpine rivers and their ligneous vegetation with Myricaria germanica,N,PRE,Freshwater habitats
ES,MED,3220,Alpine rivers and the herbaceous vegetation along their banks,N,PRE,Freshwater habitats
ES,MED,3190,Lakes of gypsum karst,N,SCR,Freshwater habitats
ES,MED,3170,Mediterranean temporary ponds,Y,PRE,Freshwater habitats
ES,MED,3290,Intermittently flowing Mediterranean rivers of the Paspalo-Agrostidion,N,PRE,Freshwater habitats
ES,MAC,4090,Endemic oro-Mediterranean heaths with gorse,N,PRE,Heath and scrub
ES,MATL,1170,Reefs,N,PRE,Coastal habitats
ES,MAC,9320,Olea and Ceratonia forests,N,PRE,Forests
ES,MAC,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,PRE,Forests
ES,MAC,92A0,Salix alba and Populus alba galleries,N,SCR,Forests
ES,MAC,8320,Fields of lava and natural excavations,N,PRE,Rocky habitats
ES,MAC,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
ES,MAC,9370,Palm groves of Phoenix,Y,PRE,Forests
ES,MAC,5330,Thermo-Mediterranean and pre-desert scrub,N,PRE,Sclerophyllous scrub
ES,MAC,9550,Canarian endemic pine forests,N,PRE,Forests
ES,MAC,4050,Endemic macaronesian heaths,Y,PRE,Heath and scrub
ES,MAC,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
ES,MAC,2190,Humid dune slacks,N,SCR,Dune habitats
ES,MAC,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
ES,MAC,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
ES,MED,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
ES,MMAC,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
ES,MAC,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
ES,MED,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
ES,MED,1510,Mediterranean salt steppes (Limonietalia),Y,PRE,Coastal habitats
ES,MED,1430,Halo-nitrophilous scrubs (Pegano-Salsoletea),N,PRE,Coastal habitats
ES,MED,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,PRE,Coastal habitats
ES,MED,1410,Mediterranean salt meadows (Juncetalia maritimi),N,PRE,Coastal habitats
ES,MED,1320,Spartina swards (Spartinion maritimae),N,PRE,Coastal habitats
ES,MED,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
ES,MAC,9360,"Macaronesian laurel forests (Laurus, Ocotea)",Y,PRE,Forests
ES,MED,1520,Iberian gypsum vegetation (Gypsophiletalia),Y,PRE,Coastal habitats
ES,MED,1150,Coastal lagoons,Y,PRE,Coastal habitats
ES,MATL,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
ES,MATL,1180,Submarine structures made by leaking gases,N,PRE,Coastal habitats
ES,MATL,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
ES,MATL,1130,Estuaries,N,PRE,Coastal habitats
ES,MATL,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
ES,MAC,9560,Endemic forests with Juniperus spp.,Y,PRE,Forests
ES,MED,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,PRE,Coastal habitats
ES,MED,92B0,"Riparian formations on intermittent Mediterranean water courses with Rhododendron ponticum, Salix and others",N,PRE,Forests
ES,MED,91B0,Thermophilous Fraxinus angustifolia woods,N,PRE,Forests
ES,MED,9430,Subalpine and montane Pinus uncinata forests (* if on gypsum or limestone),N,PRE,Forests
ES,MED,9380,Forests of Ilex aquifolium,N,PRE,Forests
ES,MED,9340,Quercus ilex and Quercus rotundifolia forests,N,PRE,Forests
ES,MED,9330,Quercus suber forests,N,PRE,Forests
ES,MED,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
ES,MED,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,PRE,Forests
ES,MED,9540,Mediterranean pine forests with endemic Mesogean pines,N,PRE,Forests
ES,MED,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
ES,MED,9260,Castanea sativa woods,N,PRE,Forests
ES,MED,9240,Quercus faginea and Quercus canariensis Iberian woods,N,PRE,Forests
ES,MED,9230,Galicio-Portuguese oak woods with Quercus robur and Quercus pyrenaica,N,PRE,Forests
ES,MED,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,SCR,Forests
ES,MED,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
ES,MED,9570,Tetraclinis articulata forests,Y,PRE,Forests
ES,MED,9320,Olea and Ceratonia forests,N,PRE,Forests
ES,MMAC,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
ES,MMED,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
ES,MMED,1180,Submarine structures made by leaking gases,N,PRE,Coastal habitats
ES,MMED,1170,Reefs,N,PRE,Coastal habitats
ES,MMED,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
ES,MMED,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
ES,MMED,1130,Estuaries,N,PRE,Coastal habitats
ES,MED,9520,Abies pinsapo forests,N,PRE,Forests
ES,MMED,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
ES,MED,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
ES,MMAC,1180,Submarine structures made by leaking gases,N,SCR,Coastal habitats
ES,MMAC,1170,Reefs,N,PRE,Coastal habitats
ES,MMAC,1160,Large shallow inlets and bays,N,SCR,Coastal habitats
ES,ATL,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
ES,MED,9580,Mediterranean Taxus baccata woods,Y,PRE,Forests
ES,MAC,2110,Embryonic shifting dunes,N,PRE,Dune habitats
ES,MED,9560,Endemic forests with Juniperus spp.,Y,PRE,Forests
ES,MMED,1120,Posidonia beds (Posidonion oceanicae),Y,PRE,Coastal habitats
ES,MED,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
ES,MED,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
ES,MED,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
ES,MED,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
ES,MED,6310,Dehesas with evergreen Quercus spp.,N,PRE,Grasslands
ES,MED,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
ES,MED,6520,Mountain hay meadows,N,MAR,Grasslands
ES,MED,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
ES,MED,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,N,PRE,Grasslands
ES,MED,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
ES,MED,5430,Endemic phryganas of the Euphorbio-Verbascion,N,PRE,Sclerophyllous scrub
ES,MED,5410,West Mediterranean clifftop phryganas (Astragalo-Plantaginetum subulatae),N,PRE,Sclerophyllous scrub
ES,MED,5330,Thermo-Mediterranean and pre-desert scrub,N,PRE,Sclerophyllous scrub
ES,MED,5320,Low formations of Euphorbia close to cliffs,N,PRE,Sclerophyllous scrub
ES,MED,5230,Arborescent matorral with Laurus nobilis,Y,PRE,Sclerophyllous scrub
ES,MED,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
ES,MED,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
ES,MED,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,SCR,Forests
ES,MED,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
ES,MED,9130,Asperulo-Fagetum beech forests,N,SCR,Forests
ES,MED,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,PRE,Forests
ES,MED,8310,Caves not open to the public,N,PRE,Rocky habitats
ES,MED,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
ES,MED,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
ES,MED,5220,Arborescent matorral with Zyziphus,Y,PRE,Sclerophyllous scrub
ES,MED,8130,Western Mediterranean and thermophilous scree,N,PRE,Rocky habitats
ES,MED,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,SCR,Rocky habitats
ES,MED,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
ES,MED,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
ES,MED,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
ES,MED,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
ES,MED,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
ES,MED,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
ES,ALP,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
ES,ALP,8130,Western Mediterranean and thermophilous scree,N,PRE,Rocky habitats
ES,ALP,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
ES,ALP,9260,Castanea sativa woods,N,PRE,Forests
ES,ALP,9240,Quercus faginea and Quercus canariensis Iberian woods,N,PRE,Forests
ES,MAC,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,PRE,Coastal habitats
