country,region,speciescode,speciesname,assessment_speciescode,assessment_speciesname,presence,priority,annexII,annexIV,annexV,group
DE,CON,1617,Angelica palustris,1617,Angelica palustris,PRE,N,Y,Y,N,Vascular plants
HU,PAN,1617,Angelica palustris,1617,Angelica palustris,PRE,N,Y,Y,N,Vascular plants
LV,BOR,1617,Angelica palustris,1617,Angelica palustris,PRE,N,Y,Y,N,Vascular plants
SK,PAN,1617,Angelica palustris,1617,Angelica palustris,EXp,N,Y,Y,N,Vascular plants
RO,PAN,1617,Angelica palustris,1617,Angelica palustris,PRE,N,Y,Y,N,Vascular plants
RO,CON,1617,Angelica palustris,1617,Angelica palustris,PRE,N,Y,Y,N,Vascular plants
PL,CON,1617,Angelica palustris,1617,Angelica palustris,PRE,N,Y,Y,N,Vascular plants
CZ,CON,1617,Angelica palustris,1617,Angelica palustris,PRE,N,Y,Y,N,Vascular plants
BG,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
RO,PAN,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
UK,ATL,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
CZ,PAN,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
PL,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
DE,ATL,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
IT,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
SI,ALP,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
BE,ATL,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
AT,ALP,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
CZ,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
HR,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
SI,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
NL,ATL,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
FR,ATL,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
RO,STE,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
BG,BLS,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
SK,PAN,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
FR,MED,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
RO,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
DE,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
HU,PAN,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
HR,MED,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
FR,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
AT,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,PRE,N,Y,Y,N,Molluscs
DK,CON,4056,Anisus vorticulus,4056,Anisus vorticulus,EXp,N,Y,Y,N,Molluscs
GR,MED,1766,Anthemis glaberrima,1766,Anthemis glaberrima,PRE,Y,Y,Y,N,Vascular plants
SE,BOR,1936,Anthrenochernes stellae,1936,Anthrenochernes stellae,PRE,N,Y,N,N,Arthropods
DK,CON,1936,Anthrenochernes stellae,1936,Anthrenochernes stellae,PRE,N,Y,N,N,Arthropods
DE,CON,1936,Anthrenochernes stellae,1936,Anthrenochernes stellae,PRE,N,Y,N,N,Arthropods
LV,BOR,1936,Anthrenochernes stellae,1936,Anthrenochernes stellae,PRE,N,Y,N,N,Arthropods
CZ,CON,1936,Anthrenochernes stellae,1936,Anthrenochernes stellae,PRE,N,Y,N,N,Arthropods
SE,CON,1936,Anthrenochernes stellae,1936,Anthrenochernes stellae,PRE,N,Y,N,N,Arthropods
ES,MED,1553,Anthyllis hystrix,1553,Anthyllis hystrix,PRE,N,Y,Y,N,Vascular plants
PT,MAC,1560,Anthyllis lemanniana,1560,Anthyllis lemanniana,PRE,N,Y,Y,N,Vascular plants
PT,MED,1554,Anthyllis lusitanica,1554,Anthyllis lusitanica,PRE,N,N,N,Y,Vascular plants
ES,MED,1723,Antirrhinum charidemi,1723,Antirrhinum charidemi,PRE,N,Y,Y,N,Vascular plants
ES,MED,1722,Antirrhinum lopesianum,1722,Antirrhinum lopesianum,PRE,N,N,Y,N,Vascular plants
PT,MED,1722,Antirrhinum lopesianum,1722,Antirrhinum lopesianum,PRE,N,N,Y,N,Vascular plants
HR,CON,1066,Apatura metis,1066,Apatura metis,PRE,N,N,Y,N,Arthropods
RO,STE,1066,Apatura metis,1066,Apatura metis,PRE,N,N,Y,N,Arthropods
GR,MED,1066,Apatura metis,1066,Apatura metis,PRE,N,N,Y,N,Arthropods
RO,CON,1066,Apatura metis,1066,Apatura metis,PRE,N,N,Y,N,Arthropods
BG,CON,1066,Apatura metis,1066,Apatura metis,PRE,N,N,Y,N,Arthropods
HU,PAN,1066,Apatura metis,1066,Apatura metis,PRE,N,N,Y,N,Arthropods
GR,MED,5276,Aphanius almiriensis,5276,Aphanius almiriensis,TAX,N,Y-CTC,N,N,Fish
ES,MED,5196,Aphanius baeticus,5196,Aphanius baeticus,PRE,N,Y-CTC,N,N,Fish
HR,MED,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
SI,CON,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
GR,MED,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
IT,CON,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
IT,MED,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
MT,MED,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
CY,MED,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
FR,MED,1152,Aphanius fasciatus,1152,Aphanius fasciatus,PRE,N,Y,N,N,Fish
ES,MED,1151,Aphanius iberus,1151,Aphanius iberus,PRE,N,Y,N,N,Fish
ES,MED,1619,Apium bermejoi,1619,Apium bermejoi,PRE,Y,Y,Y,N,Vascular plants
HR,ALP,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
ES,MED,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
DE,CON,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
FR,ATL,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
AT,ALP,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
UK,ATL,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
SK,PAN,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
PT,MED,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
HR,CON,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
FR,CON,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
ES,ATL,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
AT,CON,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
SI,CON,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
PL,CON,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
DE,ALP,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
DE,ATL,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
HU,PAN,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
DK,CON,1614,Apium repens,1614,Apium repens,EXa,N,Y,Y,N,Vascular plants
BE,ATL,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
NL,ATL,1614,Apium repens,1614,Apium repens,PRE,N,Y,Y,N,Vascular plants
PT,MED,1051,Apteromantis aptera,1051,Apteromantis aptera,PRE,N,Y,Y,N,Arthropods
ES,MED,1051,Apteromantis aptera,1051,Apteromantis aptera,PRE,N,Y,Y,N,Arthropods
IT,ALP,1480,Aquilegia alpina,1480,Aquilegia alpina,PRE,N,N,Y,N,Vascular plants
AT,ALP,1480,Aquilegia alpina,1480,Aquilegia alpina,PRE,N,N,Y,N,Vascular plants
IT,CON,1480,Aquilegia alpina,1480,Aquilegia alpina,PRE,N,N,Y,N,Vascular plants
FR,ALP,1480,Aquilegia alpina,1480,Aquilegia alpina,PRE,N,N,Y,N,Vascular plants
IT,CON,1474,Aquilegia bertolonii,1474,Aquilegia bertolonii,PRE,N,Y,Y,N,Vascular plants
SI,ALP,1474,Aquilegia bertolonii,1474,Aquilegia bertolonii,PRE,N,Y,Y,N,Vascular plants
IT,MED,1474,Aquilegia bertolonii,1474,Aquilegia bertolonii,PRE,N,Y,Y,N,Vascular plants
SI,CON,1474,Aquilegia bertolonii,1474,Aquilegia bertolonii,PRE,N,Y,Y,N,Vascular plants
HR,ALP,1473,Aquilegia kitaibelii,1473,Aquilegia kitaibelii,PRE,N,Y,Y,N,Vascular plants
ES,MED,1472,Aquilegia pyrenaica subsp. cazorlensis,1472,Aquilegia pyrenaica subsp. cazorlensis,PRE,Y,Y,Y,N,Vascular plants
CY,MED,2103,Arabis kennedyae,2103,Arabis kennedyae,PRE,Y,Y,Y,N,Vascular plants
PT,MED,1507,Arabis sadina,1507,Arabis sadina,PRE,N,Y,Y,N,Vascular plants
HR,ALP,4089,Arabis scopoliana,4089,Arabis scopoliana,PRE,N,Y,Y,N,Vascular plants
SI,ALP,4089,Arabis scopoliana,4089,Arabis scopoliana,PRE,N,Y,Y,N,Vascular plants
SI,CON,4089,Arabis scopoliana,4089,Arabis scopoliana,PRE,N,Y,Y,N,Vascular plants
HR,MED,4089,Arabis scopoliana,4089,Arabis scopoliana,PRE,N,Y,Y,N,Vascular plants
FI,BOR,1929,Aradus angularis,1929,Aradus angularis,PRE,N,Y,N,N,Arthropods
SE,BOR,1929,Aradus angularis,1929,Aradus angularis,PRE,N,Y,N,N,Arthropods
PT,MAC,1439,Arceuthobium azoricum,1439,Arceuthobium azoricum,PRE,N,Y,Y,N,Vascular plants
FR,MED,5912,Archaeolacerta bedriagae,5912,Archaeolacerta bedriagae,PRE,N,N,Y-CTC,N,Reptiles
IT,MED,5912,Archaeolacerta bedriagae,5912,Archaeolacerta bedriagae,PRE,N,N,Y-CTC,N,Reptiles
FI,BOR,1941,Arctagrostis latifolia,1941,Arctagrostis latifolia,PRE,N,Y,Y,N,Vascular plants
FI,BOR,1942,Arctophila fulva,1942,Arctophila fulva,PRE,N,Y,Y,N,Vascular plants
SE,BOR,1942,Arctophila fulva,1942,Arctophila fulva,PRE,N,Y,Y,N,Vascular plants
FI,BOR,1943,Arenaria ciliata subsp. pseudofrigida,1943,Arenaria ciliata subsp. pseudofrigida,PRE,N,Y,Y,N,Vascular plants
SE,ALP,1944,Arenaria humifusa,1944,Arenaria humifusa,PRE,N,Y,Y,N,Vascular plants
ES,MED,1470,Arenaria nevadensis,1470,Arenaria nevadensis,PRE,Y,Y,Y,N,Vascular plants
FR,MED,1453,Arenaria provincialis,1453,Arenaria provincialis,PRE,N,Y,Y,N,Vascular plants
ES,MAC,1812,Argyranthemum lidii,1812,Argyranthemum lidii,PRE,Y,Y,Y,N,Vascular plants
PT,MAC,1761,Argyranthemum pinnatifidum subsp. succulentum,1761,Argyranthemum pinnatifidum subsp. succulentum,PRE,N,N,Y,N,Vascular plants
PT,MAC,1824,Argyranthemum thalassophilum,1824,Argyranthemum thalassophilum,PRE,N,Y,Y,N,Vascular plants
ES,MAC,1823,Argyranthemum winteri,1823,Argyranthemum winteri,PRE,N,Y,Y,N,Vascular plants
MT,MED,4010,Armadillidium ghardalamensis,4010,Armadillidium ghardalamensis,PRE,Y,Y,Y,N,Arthropods
PT,MED,1645,Armeria berlengensis,1645,Armeria berlengensis,PRE,N,Y,Y,N,Vascular plants
IT,CON,1646,Armeria helodes,1646,Armeria helodes,PRE,Y,Y,Y,N,Vascular plants
PT,MED,1637,Armeria neglecta,1637,Armeria neglecta,NTAX,N,Y,Y,N,Vascular plants
PT,MED,1638,Armeria pseudoarmeria,1638,Armeria pseudoarmeria,PRE,N,Y,Y,N,Vascular plants
PT,MED,1644,Armeria rouyana,1644,Armeria rouyana,PRE,Y,Y,Y,N,Vascular plants
PT,MED,1641,Armeria sampaioi,1641,Armeria sampaioi,PRE,N,N,N,Y,Vascular plants
PT,ATL,1641,Armeria sampaioi,1641,Armeria sampaioi,MAR,N,N,N,Y,Vascular plants
FR,MED,1636,Armeria soleirolii,1636,Armeria soleirolii,PRE,N,Y,Y,N,Vascular plants
PT,MED,1635,Armeria velutina,1635,Armeria velutina,PRE,N,Y,Y,N,Vascular plants
ES,MED,1635,Armeria velutina,1635,Armeria velutina,PRE,N,Y,Y,N,Vascular plants
DK,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
LU,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
BE,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
FR,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
IT,MED,1762,Arnica montana,1762,Arnica montana,MAR,N,N,N,Y,Vascular plants
FR,ATL,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
ES,MED,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
HR,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
SI,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
DE,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
ES,ATL,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
PL,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
IT,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
AT,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
PT,ATL,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
CZ,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
SE,BOR,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
FR,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
NL,ATL,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
PT,MED,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
FR,MED,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
LT,BOR,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
ES,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
HR,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
RO,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
SE,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
HR,MED,1762,Arnica montana,1762,Arnica montana,SCR,N,N,N,Y,Vascular plants
DE,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
DE,ATL,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
AT,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
PL,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
DK,ATL,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
IT,ALP,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
SI,CON,1762,Arnica montana,1762,Arnica montana,PRE,N,N,N,Y,Vascular plants
SE,BOR,1945,Artemisia campestris subsp. bottnica,1945,Artemisia campestris subsp. bottnica,PRE,N,Y,Y,N,Vascular plants
FI,BOR,1945,Artemisia campestris subsp. bottnica,1945,Artemisia campestris subsp. bottnica,PRE,N,Y,Y,N,Vascular plants
RO,ALP,1763,Artemisia eriantha,1763,Artemisia eriantha,PRE,N,N,N,Y,Vascular plants
BG,ALP,1763,Artemisia eriantha,1763,Artemisia eriantha,PRE,N,N,N,Y,Vascular plants
ES,ALP,1763,Artemisia eriantha,1763,Artemisia eriantha,PRE,N,N,N,Y,Vascular plants
PL,ALP,1763,Artemisia eriantha,1763,Artemisia eriantha,PRE,N,N,N,Y,Vascular plants
SK,ALP,1763,Artemisia eriantha,1763,Artemisia eriantha,PRE,N,N,N,Y,Vascular plants
GR,MED,1763,Artemisia eriantha,1763,Artemisia eriantha,PRE,N,N,N,Y,Vascular plants
FR,ALP,1763,Artemisia eriantha,1763,Artemisia eriantha,PRE,N,N,N,Y,Vascular plants
FR,ALP,1764,Artemisia genipi,1764,Artemisia genipi,PRE,N,N,N,Y,Vascular plants
IT,ALP,1764,Artemisia genipi,1764,Artemisia genipi,PRE,N,N,N,Y,Vascular plants
AT,ALP,1764,Artemisia genipi,1764,Artemisia genipi,PRE,N,N,N,Y,Vascular plants
SI,ALP,1764,Artemisia genipi,1764,Artemisia genipi,PRE,N,N,N,Y,Vascular plants
ES,MED,1765,Artemisia granatensis,1765,Artemisia granatensis,PRE,Y,Y,Y,N,Vascular plants
AT,CON,1916,Artemisia laciniata,1916,Artemisia laciniata,PRE,Y,Y,Y,N,Vascular plants
SE,BOR,1946,Artemisia oelandica,1946,Artemisia oelandica,PRE,N,Y,Y,N,Vascular plants
SE,CON,1946,Artemisia oelandica,1946,Artemisia oelandica,PRE,N,Y,Y,N,Vascular plants
AT,CON,1917,Artemisia pancicii,1917,Artemisia pancicii,PRE,Y,Y,Y,N,Vascular plants
CZ,PAN,1917,Artemisia pancicii,1917,Artemisia pancicii,PRE,Y,Y,Y,N,Vascular plants
BG,BLS,4027,Arytrura musculus,4027,Arytrura musculus,SCR,N,Y,Y,N,Arthropods
BG,CON,4027,Arytrura musculus,4027,Arytrura musculus,SCR,N,Y,Y,N,Arthropods
HU,PAN,4027,Arytrura musculus,4027,Arytrura musculus,PRE,N,Y,Y,N,Arthropods
RO,CON,4027,Arytrura musculus,4027,Arytrura musculus,PRE,N,Y,Y,N,Arthropods
HR,CON,4027,Arytrura musculus,4027,Arytrura musculus,PRE,N,Y,Y,N,Arthropods
IT,CON,4027,Arytrura musculus,4027,Arytrura musculus,PRE,N,Y,Y,N,Arthropods
RO,STE,4027,Arytrura musculus,4027,Arytrura musculus,PRE,N,Y,Y,N,Arthropods
RO,PAN,4027,Arytrura musculus,4027,Arytrura musculus,PRE,N,Y,Y,N,Arthropods
PT,MED,1840,Asphodelus bento-rainhae,1840,Asphodelus bento-rainhae,PRE,Y,Y,Y,N,Vascular plants
CZ,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
SK,ALP,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
SI,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
LV,BOR,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
CZ,PAN,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
BG,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
BG,BLS,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
AT,ALP,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
RO,BLS,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
RO,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
PL,ALP,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
FI,BOR,1130,Aspius aspius,1130,Aspius aspius,PRE,N,N,N,Y,Fish
AT,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
HU,PAN,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
RO,STE,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
DE,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
SE,BOR,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
RO,PAN,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
SK,PAN,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
EE,BOR,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
PL,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
DE,ATL,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
HR,CON,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
GR,MED,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
LT,BOR,1130,Aspius aspius,1130,Aspius aspius,PRE,N,Y,N,Y,Fish
SE,CON,1130,Aspius aspius,1130,Aspius aspius,MAR,N,Y,N,Y,Fish
DE,CON,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
CZ,CON,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
IT,MED,4066,Asplenium adulterinum,4066,Asplenium adulterinum,MAR,N,Y,Y,N,Vascular plants
AT,CON,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
IT,ALP,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
AT,ALP,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
SE,BOR,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
RO,CON,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
RO,ALP,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
SK,ALP,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
IT,CON,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
PL,CON,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
FI,BOR,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
SI,CON,4066,Asplenium adulterinum,4066,Asplenium adulterinum,PRE,N,Y,Y,N,Vascular plants
PT,MED,1424,Asplenium hemionitis,1424,Asplenium hemionitis,PRE,N,N,Y,N,Vascular plants
ES,MAC,1424,Asplenium hemionitis,1424,Asplenium hemionitis,PRE,N,N,Y,N,Vascular plants
PT,MAC,1424,Asplenium hemionitis,1424,Asplenium hemionitis,PRE,N,N,Y,N,Vascular plants
RO,STE,2236,Campanula romanica,2236,Campanula romanica,PRE,N,Y,Y,N,Vascular plants
IT,MED,1751,Campanula sabatia,1751,Campanula sabatia,PRE,Y,Y,Y,N,Vascular plants
IT,ALP,1751,Campanula sabatia,1751,Campanula sabatia,MAR,Y,Y,Y,N,Vascular plants
RO,ALP,4070,Campanula serrata,4070,Campanula serrata,PRE,Y,Y,Y,N,Vascular plants
RO,CON,4070,Campanula serrata,4070,Campanula serrata,PRE,Y,Y,Y,N,Vascular plants
PL,ALP,4070,Campanula serrata,4070,Campanula serrata,PRE,Y,Y,Y,N,Vascular plants
SK,ALP,4070,Campanula serrata,4070,Campanula serrata,PRE,Y,Y,Y,N,Vascular plants
AT,ALP,4071,Campanula zoysii,4071,Campanula zoysii,PRE,N,Y,Y,N,Vascular plants
SI,ALP,4071,Campanula zoysii,4071,Campanula zoysii,PRE,N,Y,Y,N,Vascular plants
IT,ALP,4071,Campanula zoysii,4071,Campanula zoysii,PRE,N,Y,Y,N,Vascular plants
AT,ALP,1353,Canis aureus,1353,Canis aureus,ARR,N,N,N,Y,Mammals
GR,MED,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
SI,CON,1353,Canis aureus,1353,Canis aureus,ARR,N,N,N,Y,Mammals
HR,CON,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
IT,CON,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
IT,ALP,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
RO,BLS,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
RO,PAN,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
RO,ALP,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
BG,BLS,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
AT,CON,1353,Canis aureus,1353,Canis aureus,ARR,N,N,N,Y,Mammals
SI,ALP,1353,Canis aureus,1353,Canis aureus,ARR,N,N,N,Y,Mammals
HR,MED,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
CZ,CON,1353,Canis aureus,1353,Canis aureus,ARR,N,N,N,Y,Mammals
SK,ALP,1353,Canis aureus,1353,Canis aureus,MAR,N,N,N,Y,Mammals
HU,PAN,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
CZ,PAN,1353,Canis aureus,1353,Canis aureus,ARR,N,N,N,Y,Mammals
SK,PAN,1353,Canis aureus,1353,Canis aureus,MAR,N,N,N,Y,Mammals
RO,CON,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
BG,ALP,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
RO,STE,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
BG,CON,1353,Canis aureus,1353,Canis aureus,PRE,N,N,N,Y,Mammals
DE,CON,1352,Canis lupus,1352,Canis lupus,PRE,Y,Y,Y,N,Mammals
LT,BOR,1352,Canis lupus,1352,Canis lupus,PRE,N,N,N,Y,Mammals
PT,MED,1352,Canis lupus,1352,Canis lupus,PRE,Y,Y,Y,N,Mammals
FR,MED,1352,Canis lupus,1352,Canis lupus,PRE,Y,Y,Y,N,Mammals
BE,ATL,1352,Canis lupus,1352,Canis lupus,OCC,Y,Y,Y,N,Mammals
SK,ALP,1352,Canis lupus,1352,Canis lupus,PRE,Y,Y,N,Y,Mammals
SE,ALP,1352,Canis lupus,1352,Canis lupus,OCC,Y,Y,Y,N,Mammals
HR,MED,1352,Canis lupus,1352,Canis lupus,PRE,Y,Y,Y,N,Mammals
